ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
13561	4	5	918	4	9	3	8	CC32
13562	126	39	170	78	148	71	65	unassigned CC for 13562
13563	4	10	922	4	6	3	8	CC32
13564	59	39	67	946	148	153	65	unassigned CC for 13564
13565	126	39	67	947	149	153	65	unassigned CC for 13565
13566	59	39	67	948	147	71	65	unassigned CC for 13566
13567	2	3	4	965	8	4	6	CC11
13568	867	6	81	15	270	64	62	unassigned CC for 13568
13569	126	39	67	949	149	71	65	unassigned CC for 13569
13570	126	39	67	950	149	153	65	unassigned CC for 13570
13571	200	39	67	951	188	71	65	unassigned CC for 13571
13572	7	8	9	26	10	1	16	CC18
13573	6	638	393	17	21	24	2	unassigned CC for 13573
13574	6	6	63	9	891	11	9	unassigned CC for 13574
13575	126	39	67	952	149	71	65	unassigned CC for 13575
13576	109	39	67	953	148	71	65	unassigned CC for 13576
13577	59	39	67	954	147	153	133	unassigned CC for 13577
13578	59	639	67	111	148	153	133	unassigned CC for 13578
13579	59	39	67	955	149	153	65	unassigned CC for 13579
13580	8	105	9	3	9	11	2	CC1572
13581	126	39	67	956	147	71	133	unassigned CC for 13581
13582	109	39	67	957	152	71	65	unassigned CC for 13582
13583	869	16	322	9	9	6	44	unassigned CC for 13583
13584	8	3	18	17	6	21	2	CC865
13585	59	39	67	156	894	71	133	unassigned CC for 13585
13586	109	641	170	156	188	71	65	unassigned CC for 13586
13587	59	39	806	944	148	71	65	unassigned CC for 13587
13588	59	642	67	78	149	153	133	unassigned CC for 13588
13589	109	39	242	945	148	153	65	unassigned CC for 13589
13590	109	39	170	111	148	153	921	unassigned CC for 13590
13591	30	66	887	103	220	860	747	unassigned CC for 13591
13592	109	647	170	111	148	153	65	unassigned CC for 13592
13593	59	39	170	111	148	153	633	unassigned CC for 13593
13594	109	39	924	111	148	153	133	unassigned CC for 13594
13595	59	39	170	156	148	154	65	unassigned CC for 13595
13596	863	5	6	17	3	26	2	CC60
13597	8	10	5	9	6	3	490	CC32
13598	276	4	9	9	5	18	357	unassigned CC for 13598
13599	8	548	5	9	6	3	8	CC32
13600	276	7	4	242	22	18	28	unassigned CC for 13600
13601	276	4	9	410	5	18	340	unassigned CC for 13601
13602	217	11	79	969	260	249	123	unassigned CC for 13602
13603	4	10	2	740	11	3	924	unassigned CC for 13603
13604	10	5	18	970	11	9	17	CC23
13605	9	3	475	9	9	64	9	CC41/44
13606	40	53	104	45	341	50	43	unassigned CC for 13606
13607	8	5	53	55	10	24	17	unassigned CC for 13607
13608	3	6	9	17	17	21	9	CC41/44
13609	5	496	17	15	30	650	12	CC198
13610	7	5	6	13	82	53	15	CC213
13611	3	6	34	5	36	6	9	CC41/44
13612	9	6	9	17	9	64	9	CC41/44
13613	59	39	170	237	148	153	65	unassigned CC for 13613
13614	59	112	67	111	189	153	65	unassigned CC for 13614
13615	4	10	34	5	8	11	9	CC269
13616	109	39	170	111	899	153	633	unassigned CC for 13616
13617	13	5	15	9	17	8	18	CC334
13618	8	5	6	17	8	24	8	CC865
13619	6	5	2	151	11	11	14	unassigned CC for 13619
13620	4	10	161	24	11	204	3	unassigned CC for 13620
13621	3	6	108	13	9	6	9	CC41/44
13622	12	2	9	56	9	6	9	CC41/44
13623	9	10	9	9	58	6	16	CC41/44
13624	8	640	6	17	5	18	2	CC103
13625	9	6	9	966	9	64	9	CC41/44
13626	1	5	13	53	900	41	3	CC162
13627	8	25	7	17	21	889	49	CC1157
13628	12	5	925	35	60	423	17	CC461
13629	4	10	5	972	6	3	8	CC32
13630	3	6	926	5	11	6	9	CC41/44
13631	7	5	1	13	901	53	15	CC213
13632	8	3	154	971	26	21	2	unassigned CC for 13632
13633	1	5	13	973	26	41	3	CC162
13634	875	10	313	4	5	3	8	CC32
13635	3	6	856	5	11	22	9	CC41/44
13636	4	10	79	264	6	3	8	CC32
13637	876	39	67	111	148	153	65	unassigned CC for 13637
13638	6	3	4	410	8	885	169	unassigned CC for 13638
13639	5	4	38	15	898	40	13	CC1136
13640	5	4	17	15	30	666	12	CC198
13641	8	6	81	15	47	64	62	unassigned CC for 13641
13642	9	6	9	332	9	6	665	CC41/44
13643	5	4	38	15	22	887	709	CC1136
13644	6	3	4	4	8	24	169	unassigned CC for 13644
13645	877	3	4	3	8	4	6	CC11
13646	46	7	4	242	26	18	926	CC175
13647	8	3	154	17	26	3	17	unassigned CC for 13647
13648	16	2	6	25	892	25	22	CC53
13649	2	5	2	9	17	886	53	CC750
13650	9	6	9	9	902	6	9	CC41/44
13651	2	3	4	3	8	890	6	CC11
13652	5	3	17	15	11	7	12	CC198
13653	222	3	58	24	386	18	410	unassigned CC for 13653
13654	46	11	88	275	22	6	255	unassigned CC for 13654
13655	222	3	58	12	3	18	255	CC4821
13656	222	3	58	275	259	116	255	CC4821
13657	324	232	860	611	5	5	21	unassigned CC for 13657
13658	8	6	81	15	26	64	62	unassigned CC for 13658
13659	222	3	374	264	26	5	255	CC4821
13660	12	6	9	9	5	6	9	CC41/44
13661	4	10	6	4	6	8	8	CC32
13662	16	2	6	3	17	25	22	CC53
13663	5	3	17	15	30	46	12	CC198
13664	8	3	154	17	26	4	2	unassigned CC for 13664
13665	166	4	17	967	30	7	12	CC198
13666	871	5	1	21	5	24	2	unassigned CC for 13666
13667	5	6	9	15	9	64	9	CC41/44
13668	12	5	18	92	11	9	17	CC23
13669	4	10	6	18	6	10	12	CC35
13670	28	6	9	9	9	46	9	CC41/44
13671	7	3	1	577	36	53	15	CC213
13672	1	5	13	53	26	6	9	CC162
13673	132	3	19	17	62	26	206	unassigned CC for 13673
13674	8	105	52	3	9	11	9	CC1572
13675	4	10	48	4	6	3	17	CC32
13676	132	3	19	5	11	21	2	unassigned CC for 13676
13677	4	10	2	8	11	11	2	unassigned CC for 13677
13678	7	5	1	3	661	53	15	CC213
13679	7	5	1	13	36	13	15	CC213
13680	4	10	15	96	8	11	13	CC269
13681	7	5	10	19	10	1	20	CC18
13682	8	25	7	17	21	891	49	CC1157
13683	4	10	34	5	903	11	9	CC269
13684	7	5	1	13	905	53	15	CC213
13685	132	3	19	17	62	892	206	unassigned CC for 13685
13686	3	6	34	5	11	893	328	unassigned CC for 13686
13687	7	5	1	974	36	53	15	CC213
13688	12	5	12	35	906	22	17	CC461
13689	46	29	186	176	907	4	96	unassigned CC for 13689
13690	9	649	9	9	9	64	9	CC41/44
13691	4	10	11	18	6	10	928	CC35
13692	2	3	4	3	909	4	6	CC11
13693	3	6	9	5	908	6	927	CC41/44
13694	6	5	322	975	8	894	17	unassigned CC for 13694
13695	4	10	2	5	3	21	9	unassigned CC for 13695
13696	4	3	154	17	26	21	2	unassigned CC for 13696
13697	7	5	1	13	36	25	112	CC213
13698	16	643	6	25	17	25	22	CC53
13699	6	3	2	24	893	1	96	unassigned CC for 13699
13700	8	6	81	15	44	64	62	unassigned CC for 13700
13701	8	6	81	459	904	9	62	unassigned CC for 13701
13702	9	2	927	36	47	24	20	unassigned CC for 13702
13703	3	6	9	5	106	6	9	CC41/44
13704	878	5	12	35	192	22	17	CC461
13705	3	6	9	5	8	6	929	CC41/44
13706	879	5	1	13	36	53	15	CC213
13707	3	5	656	9	3	6	9	unassigned CC for 13707
13708	1	6	12	17	14	60	12	unassigned CC for 13708
13709	4	6	34	5	11	6	9	CC41/44
13710	728	6	6	17	8	31	8	unassigned CC for 13710
13711	6	10	2	17	8	11	20	unassigned CC for 13711
13712	4	3	2	92	38	11	9	unassigned CC for 13712
13713	4	10	64	2	38	11	9	CC269
13714	3	6	9	5	9	6	53	CC41/44
13715	4	10	34	5	26	53	9	unassigned CC for 13715
13716	3	6	9	976	9	6	9	CC41/44
13717	132	3	289	17	3	21	2	unassigned CC for 13717
13718	1	650	13	53	26	41	623	CC162
13719	132	3	19	17	5	757	2	unassigned CC for 13719
13720	662	3	4	3	8	4	930	CC11
13721	12	5	12	35	60	22	932	CC461
13722	3	651	9	5	9	24	9	CC41/44
13723	12	5	351	35	60	22	17	CC461
13724	12	5	19	17	3	10	15	CC60
13725	8	5	15	17	3	21	2	CC865
13726	4	10	15	9	8	9	9	CC269
13727	3	6	13	5	11	6	9	CC41/44
13728	4	10	4	5	3	11	9	CC269
13729	2	3	4	3	8	896	6	CC11
13730	6	134	9	11	9	6	9	CC41/44
13731	2	3	4	3	8	897	6	CC11
13732	59	39	170	78	146	153	65	unassigned CC for 13732
13733	128	39	67	78	229	153	65	unassigned CC for 13733
13734	59	39	67	111	230	153	65	unassigned CC for 13734
13735	109	39	67	78	150	153	65	unassigned CC for 13735
13736	59	39	67	261	150	153	65	unassigned CC for 13736
13737	59	39	170	750	146	154	133	unassigned CC for 13737
13738	59	39	170	158	147	71	223	unassigned CC for 13738
13739	126	39	67	78	149	153	133	unassigned CC for 13739
13740	406	5	4	9	21	9	251	unassigned CC for 13740
13741	13	29	2	8	26	65	53	unassigned CC for 13741
13742	6	6	9	9	249	6	9	CC41/44
13743	82	47	54	45	134	123	88	unassigned CC for 13743
13744	8	25	7	17	911	26	49	CC1157
13745	16	5	1	13	910	53	15	CC213
13746	2	29	2	60	26	65	53	unassigned CC for 13746
13747	4	10	6	9	9	11	20	CC269
13748	4	10	2	5	6	21	20	unassigned CC for 13748
13749	10	29	4	26	71	3	129	unassigned CC for 13749
13750	662	3	4	3	8	895	6	CC11
13751	82	47	96	102	95	46	88	unassigned CC for 13751
13752	25	3	10	19	10	1	931	CC18
13753	7	120	10	19	10	1	30	CC18
13754	2	6	9	24	9	6	9	CC41/44
13755	4	10	928	18	6	10	12	CC35
13756	4	10	929	9	8	11	9	CC269
13757	59	39	67	111	152	153	133	unassigned CC for 13757
13758	59	39	67	155	149	153	133	unassigned CC for 13758
13759	109	39	170	111	148	153	451	unassigned CC for 13759
13760	21	21	2	35	8	13	21	unassigned CC for 13760
13761	4	10	48	977	6	3	8	CC32
13762	109	39	67	111	148	153	633	unassigned CC for 13762
13763	59	112	67	157	148	71	65	unassigned CC for 13763
13764	109	39	67	157	150	901	133	unassigned CC for 13764
13765	59	112	67	78	148	71	65	unassigned CC for 13765
13766	109	39	67	157	150	153	133	unassigned CC for 13766
13767	8	6	9	5	9	6	70	CC41/44
13768	4	248	11	24	26	10	12	CC35
13769	8	657	7	17	21	26	49	CC1157
13770	126	39	170	111	148	153	633	unassigned CC for 13770
13771	109	39	170	965	148	153	764	unassigned CC for 13771
13772	109	39	170	965	148	153	65	unassigned CC for 13772
13773	126	39	67	588	148	153	133	unassigned CC for 13773
13774	59	39	67	751	188	153	65	unassigned CC for 13774
13775	126	39	67	965	148	153	133	unassigned CC for 13775
13776	126	39	67	965	36	153	133	unassigned CC for 13776
13777	126	39	170	965	148	153	65	unassigned CC for 13777
13778	59	39	806	157	150	153	133	unassigned CC for 13778
13779	109	39	67	983	150	153	65	unassigned CC for 13779
13780	59	112	67	158	147	71	65	unassigned CC for 13780
13781	59	39	67	157	147	153	65	unassigned CC for 13781
13782	59	112	937	158	148	71	65	unassigned CC for 13782
13783	8	4	6	17	5	18	169	CC103
13784	9	6	9	9	11	6	9	CC41/44
13785	4	10	11	18	22	10	12	CC35
13786	4	604	11	25	6	9	16	unassigned CC for 13786
13787	881	43	932	935	916	899	934	unassigned CC for 13787
13788	526	653	933	979	917	900	935	unassigned CC for 13788
13789	6	5	931	474	21	24	17	CC174
13790	3	6	930	597	9	2	206	unassigned CC for 13790
13791	20	392	289	93	6	155	77	unassigned CC for 13791
13792	880	656	438	881	913	850	529	unassigned CC for 13792
13793	796	655	935	980	915	898	933	unassigned CC for 13793
13794	3	39	9	978	9	6	70	CC41/44
13795	222	492	58	261	26	5	255	CC4821
13796	10	29	2	26	9	3	129	unassigned CC for 13796
13797	8	654	7	17	21	26	17	CC1157
13798	142	6	2	60	9	6	9	CC41/44
13799	4	10	934	18	6	10	12	CC35
13800	88	46	39	45	914	42	56	CC1494 (lactamica)
13801	174	10	15	9	8	11	17	CC269
13802	35	652	15	48	6	861	41	CC192
13803	10	5	18	9	11	902	17	CC23
13804	12	17	6	151	5	22	8	unassigned CC for 13804
13805	9	4	9	19	5	6	2	unassigned CC for 13805
13806	8	10	98	4	6	3	109	CC32
13807	2	5	15	40	5	105	74	unassigned CC for 13807
13808	8	6	6	8	8	31	8	unassigned CC for 13808
13809	7	106	2	17	10	1	9	unassigned CC for 13809
13810	7	16	185	26	14	6	16	unassigned CC for 13810
13811	8	648	6	17	8	31	8	unassigned CC for 13811
13812	1	5	936	53	26	41	3	CC162
13813	20	5	6	26	58	178	16	unassigned CC for 13813
13814	6	5	187	1	5	24	8	CC174
13815	3	6	9	981	9	6	70	CC41/44
13816	20	6	72	982	918	11	347	unassigned CC for 13816
13817	8	10	11	17	6	6	12	CC35
13818	12	5	938	54	5	21	54	unassigned CC for 13818
13819	12	2	53	25	13	21	20	CC37
13820	7	8	185	26	10	205	10	unassigned CC for 13820
13821	59	39	67	959	147	153	133	unassigned CC for 13821
13822	126	39	67	961	148	153	65	unassigned CC for 13822
13823	126	39	170	158	149	153	223	unassigned CC for 13823
13824	59	39	170	78	188	153	65	unassigned CC for 13824
13825	59	39	67	962	148	153	133	unassigned CC for 13825
13826	109	39	810	812	188	153	65	unassigned CC for 13826
13827	59	39	67	963	146	153	133	unassigned CC for 13827
13828	59	39	67	960	148	153	65	unassigned CC for 13828
13829	59	39	67	959	148	71	65	unassigned CC for 13829
13830	109	39	242	111	148	153	65	unassigned CC for 13830
13831	59	39	919	78	148	153	65	unassigned CC for 13831
13832	109	39	67	958	148	153	65	unassigned CC for 13832
13833	109	39	939	945	148	153	65	unassigned CC for 13833
13834	59	39	940	944	148	71	65	unassigned CC for 13834
13835	59	39	67	156	146	71	133	unassigned CC for 13835
13836	4	10	5	4	6	3	54	CC32
13837	4	5	2	9	9	64	17	unassigned CC for 13837
13838	8	5	13	11	919	2	2	unassigned CC for 13838
13839	59	39	67	78	152	153	918	unassigned CC for 13839
13840	109	39	170	78	148	153	175	unassigned CC for 13840
13841	109	39	67	78	895	153	133	unassigned CC for 13841
13842	126	39	67	158	148	153	925	unassigned CC for 13842
13843	109	39	170	964	148	153	65	unassigned CC for 13843
13844	59	39	788	78	920	153	65	unassigned CC for 13844
13845	109	658	170	111	148	153	65	unassigned CC for 13845
13846	46	5	18	9	11	9	2	CC23
13847	9	6	15	9	8	21	2	CC865
13848	9	7	6	17	11	18	120	CC167
13849	545	5	9	24	8	19	9	CC4240/6688
13850	3	6	9	5	22	6	9	CC41/44
13851	9	6	6	9	9	6	311	CC41/44
13852	46	3	13	7	6	41	936	unassigned CC for 13852
13853	6	6	351	9	24	6	311	unassigned CC for 13853
13854	12	5	18	24	8	19	9	CC4240/6688
13855	47	14	58	12	24	87	13	unassigned CC for 13855
13856	8	25	7	341	21	4	49	CC1157
13857	140	10	2	32	21	11	17	unassigned CC for 13857
13858	46	3	482	129	21	59	49	unassigned CC for 13858
13859	5	4	38	13	22	40	13	CC1136
13860	140	5	9	173	921	34	165	unassigned CC for 13860
13861	6	8	6	17	560	18	2	CC103
13862	5	4	17	984	30	7	12	CC198
13863	4	5	2	9	9	11	17	unassigned CC for 13863
13864	8	9	6	17	560	18	2	CC103
13865	742	3	9	9	9	6	9	CC41/44
13866	20	3	2	26	26	6	9	unassigned CC for 13866
13867	7	3	4	15	363	24	120	unassigned CC for 13867
13868	7	5	1	13	36	903	15	CC213
13869	222	3	741	173	30	6	937	unassigned CC for 13869
13870	1	198	13	9	26	41	3	CC162
13871	126	39	67	987	148	153	65	unassigned CC for 13871
13872	2	3	668	2	8	5	2	CC8
13873	300	10	5	4	6	3	201	CC32
13874	49	2	4	8	13	21	16	CC231
13875	7	5	1	13	36	64	15	CC213
13876	4	10	15	166	8	11	9	CC269
13877	8	5	15	2	1	21	2	CC865
13878	4	6	48	4	6	3	8	CC32
13879	219	2	7	8	5	529	2	unassigned CC for 13879
13880	4	10	19	25	3	11	151	unassigned CC for 13880
13881	4	10	912	4	6	3	22	CC32
13882	6	7	13	56	26	18	8	CC175
13883	12	5	12	35	192	22	3	CC461
13884	285	6	9	5	11	6	9	CC41/44
13885	3	6	9	17	11	6	9	CC41/44
13886	10	6	9	5	9	7	9	CC41/44
13887	285	6	9	5	11	6	17	CC41/44
13888	2	6	9	11	9	6	9	CC41/44
13889	10	6	9	5	9	9	9	CC41/44
13890	9	6	9	5	11	6	9	CC41/44
13891	8	6	12	5	11	6	9	CC41/44
13892	3	10	9	5	11	348	9	CC41/44
13893	3	6	55	5	11	6	9	CC41/44
13894	9	6	9	5	3	6	9	CC41/44
13895	10	6	9	18	9	6	9	CC41/44
13896	10	18	9	5	9	6	9	CC41/44
13897	3	6	9	5	837	6	9	CC41/44
13898	10	6	9	5	9	6	18	CC41/44
13899	10	6	9	5	14	6	32	CC41/44
13900	10	6	384	5	9	6	9	CC41/44
13901	23	6	9	5	9	22	9	CC41/44
13902	2	3	4	3	8	4	938	CC11
13903	5	6	9	9	9	64	9	CC41/44
13904	9	6	403	9	30	6	9	CC41/44
13905	6	5	2	5	12	11	14	unassigned CC for 13905
13906	4	10	6	16	8	56	20	unassigned CC for 13906
13907	9	6	9	9	377	64	9	CC41/44
13908	4	10	271	90	8	11	9	CC269
13909	16	2	6	25	17	7	22	CC53
13910	2	7	6	986	9	6	8	CC167
13911	8	4	6	17	5	18	582	CC103
13912	59	39	67	78	922	154	65	unassigned CC for 13912
13913	59	39	67	190	923	153	223	unassigned CC for 13913
13914	59	39	67	156	148	153	133	unassigned CC for 13914
13915	59	39	67	78	188	154	133	unassigned CC for 13915
13916	59	39	67	158	188	154	133	unassigned CC for 13916
13917	126	39	67	239	148	153	223	unassigned CC for 13917
13918	25	39	401	26	26	65	53	unassigned CC for 13918
13919	882	3	4	3	8	4	6	CC11
13920	2	659	4	3	8	4	6	CC11
13921	2	3	4	989	8	4	6	CC11
13922	11	5	18	6	11	24	21	CC22
13923	59	645	67	156	188	71	133	unassigned CC for 13923
13924	872	39	67	238	147	153	133	unassigned CC for 13924
13925	4	10	2	4	6	69	8	CC32
13926	713	336	871	66	912	69	63	unassigned CC for 13926
13927	883	10	11	18	6	10	12	CC35
13928	872	39	170	158	147	153	65	unassigned CC for 13928
13929	83	44	68	105	624	190	94	unassigned CC for 13929
13930	750	496	244	762	71	269	790	unassigned CC for 13930
13931	12	3	19	17	26	21	2	unassigned CC for 13931
13932	83	5	75	58	1	21	20	unassigned CC for 13932
13933	2	6	9	35	9	6	7	CC41/44
13934	109	112	67	111	148	153	65	unassigned CC for 13934
13935	1	6	6	17	8	31	8	unassigned CC for 13935
13936	7	5	1	3	36	53	22	CC213
13937	8	5	10	17	8	31	8	CC865
13938	5	6	6	17	8	31	8	unassigned CC for 13938
13939	10	6	941	24	9	41	9	unassigned CC for 13939
13940	4	10	5	718	677	904	8	CC32
13941	59	39	67	235	148	71	65	unassigned CC for 13941
13942	435	39	67	157	148	153	65	unassigned CC for 13942
13943	126	39	170	157	148	153	65	unassigned CC for 13943
13944	9	660	9	9	249	6	9	CC41/44
13945	59	39	67	157	148	154	133	unassigned CC for 13945
13946	59	112	170	78	146	154	65	unassigned CC for 13946
13947	59	39	170	78	148	154	918	unassigned CC for 13947
13948	8	41	7	17	21	26	49	CC1157
13949	109	39	67	190	188	153	133	unassigned CC for 13949
13950	126	39	67	157	148	154	65	unassigned CC for 13950
13951	59	39	67	158	148	154	133	unassigned CC for 13951
13952	126	39	170	78	189	153	65	unassigned CC for 13952
13953	59	112	67	158	148	153	133	unassigned CC for 13953
13954	126	39	170	190	148	154	65	unassigned CC for 13954
13955	59	39	67	190	148	71	133	unassigned CC for 13955
13956	59	39	67	78	150	153	65	unassigned CC for 13956
13957	59	39	67	238	148	71	65	unassigned CC for 13957
13958	9	80	9	9	249	6	74	CC41/44
13959	25	338	10	707	67	888	2	unassigned CC for 13959
13960	180	16	6	17	9	93	20	unassigned CC for 13960
13961	12	5	683	25	6	13	139	unassigned CC for 13961
13962	59	112	67	990	148	153	65	unassigned CC for 13962
13963	109	662	170	111	148	153	65	unassigned CC for 13963
13964	435	39	170	111	924	153	65	unassigned CC for 13964
13965	59	39	67	991	148	153	65	unassigned CC for 13965
13966	219	5	7	17	11	8	21	unassigned CC for 13966
13967	59	39	67	156	188	71	939	unassigned CC for 13967
13968	126	39	170	111	925	154	65	unassigned CC for 13968
13969	126	112	67	156	148	153	133	unassigned CC for 13969
13970	885	39	764	237	148	153	65	unassigned CC for 13970
13971	5	4	38	992	926	40	940	CC1136
13972	59	39	67	158	927	71	65	unassigned CC for 13972
13973	886	39	170	78	148	153	65	unassigned CC for 13973
13974	27	5	9	3	3	6	16	unassigned CC for 13974
13975	8	105	52	255	3	6	8	unassigned CC for 13975
13976	27	6	943	25	3	6	16	unassigned CC for 13976
13977	27	6	9	3	454	6	941	unassigned CC for 13977
13978	9	6	9	2	9	905	2	CC41/44
13979	5	4	17	993	30	7	12	CC198
13980	4	665	11	17	6	10	56	CC35
13981	7	5	1	13	936	53	15	CC213
13982	12	17	6	579	5	22	15	unassigned CC for 13982
13983	4	10	945	9	8	11	9	CC269
13984	145	145	15	183	771	906	13	unassigned CC for 13984
13985	8	10	5	4	6	3	943	CC32
13986	8	25	7	17	21	26	947	CC1157
13987	4	10	11	996	6	10	12	CC35
13988	298	10	47	17	6	2	945	unassigned CC for 13988
13989	6	18	34	17	21	24	17	CC174
13990	2	3	4	3	935	4	6	CC11
13991	222	3	4	275	932	6	255	CC4821
13992	80	200	6	994	392	8	18	unassigned CC for 13992
13993	4	10	6	16	3	11	949	unassigned CC for 13993
13994	5	4	17	997	30	7	12	CC198
13995	9	5	351	9	934	6	311	unassigned CC for 13995
13996	9	6	351	995	8	21	311	unassigned CC for 13996
13997	13	6	15	9	3	11	946	unassigned CC for 13997
13998	8	25	7	17	933	26	49	CC1157
13999	11	5	18	8	11	4	948	CC22
14000	2	3	4	3	8	4	944	CC11
14001	3	6	9	5	930	6	9	CC41/44
14002	3	6	9	5	11	907	9	CC41/44
14003	3	6	9	998	11	6	9	CC41/44
14004	3	6	9	5	929	6	9	CC41/44
14005	887	6	9	5	11	6	9	CC41/44
14006	59	39	67	565	148	153	65	unassigned CC for 14006
14007	10	664	9	5	9	6	9	CC41/44
14008	109	39	67	158	149	153	133	unassigned CC for 14008
14009	109	39	67	237	148	153	65	unassigned CC for 14009
14010	109	39	67	504	147	153	65	unassigned CC for 14010
14011	109	684	170	111	148	153	65	unassigned CC for 14011
14012	888	6	9	5	11	6	9	CC41/44
14013	109	697	67	156	152	71	65	unassigned CC for 14013
14014	81	3	15	7	5	41	31	CC181
14015	889	6	9	5	9	6	9	CC41/44
14016	12	24	4	643	187	2	120	CC10217
14017	10	6	9	5	9	6	942	CC41/44
14018	3	6	9	17	931	6	12	CC41/44
14019	10	6	946	5	9	6	9	CC41/44
14020	892	666	948	999	937	908	950	unassigned CC for 14020
14021	893	667	949	300	275	278	951	unassigned CC for 14021
14022	8	663	7	17	21	26	49	CC1157
14023	8	25	7	451	21	26	49	CC1157
14024	894	178	583	1008	938	561	262	unassigned CC for 14024
14025	233	671	950	1004	943	912	640	unassigned CC for 14025
14026	532	673	951	1006	945	914	262	unassigned CC for 14026
14027	901	65	42	96	947	916	94	unassigned CC for 14027
14028	233	178	952	1008	948	917	957	unassigned CC for 14028
14029	902	675	953	1010	949	918	958	unassigned CC for 14029
14030	33	65	42	96	142	916	105	unassigned CC for 14030
14031	74	49	917	50	92	46	765	CC640 (lactamica)
14032	74	678	957	1013	953	921	961	unassigned CC for 14032
14033	905	678	957	1014	954	921	962	unassigned CC for 14033
14034	74	49	917	96	92	46	765	unassigned CC for 14034
14035	33	677	958	96	955	916	963	unassigned CC for 14035
14036	74	49	48	50	92	46	765	CC640 (lactamica)
14037	40	46	102	147	91	82	82	CC595 (lactamica)
14038	80	45	959	50	92	46	45	CC640 (lactamica)
14039	74	49	917	50	92	46	964	CC640 (lactamica)
14040	83	51	42	94	93	46	965	unassigned CC for 14040
14041	906	679	960	602	956	922	966	unassigned CC for 14041
14042	522	680	961	1015	957	543	967	unassigned CC for 14042
14043	74	682	917	50	92	46	765	unassigned CC for 14043
14044	40	46	917	147	91	82	82	CC595 (lactamica)
14045	40	46	42	89	958	82	82	CC595 (lactamica)
14046	33	88	96	147	142	123	105	unassigned CC for 14046
14047	40	49	917	50	92	46	968	CC640 (lactamica)
14048	74	49	917	50	92	923	765	unassigned CC for 14048
14049	40	46	962	89	91	82	82	CC595 (lactamica)
14050	74	65	39	95	142	916	105	unassigned CC for 14050
14051	74	49	54	50	92	46	765	CC640 (lactamica)
14052	74	49	917	50	92	46	969	CC640 (lactamica)
14053	74	65	42	96	947	924	94	unassigned CC for 14053
14054	80	45	48	147	960	46	56	CC613 (lactamica)
14055	40	683	39	96	955	916	963	unassigned CC for 14055
14056	74	49	917	1020	92	46	765	unassigned CC for 14056
14057	80	672	98	100	86	46	56	unassigned CC for 14057
14058	74	49	917	24	92	46	765	unassigned CC for 14058
14059	74	49	963	50	92	46	765	CC640 (lactamica)
14060	80	45	48	165	960	46	56	CC613 (lactamica)
14061	74	685	917	50	92	46	765	unassigned CC for 14061
14062	74	49	917	50	92	46	82	CC640 (lactamica)
14063	33	65	39	96	955	916	963	unassigned CC for 14063
14064	74	65	42	1017	959	926	972	unassigned CC for 14064
14065	74	49	42	50	92	46	765	CC640 (lactamica)
14066	83	51	68	45	87	46	973	unassigned CC for 14066
14067	54	336	966	66	625	69	974	unassigned CC for 14067
14068	910	49	917	50	92	46	765	CC640 (lactamica)
14069	911	688	967	1018	963	927	975	unassigned CC for 14069
14070	74	65	39	96	961	916	37	unassigned CC for 14070
14071	74	49	968	50	962	46	765	unassigned CC for 14071
14072	74	43	48	50	92	46	765	CC640 (lactamica)
14073	74	65	969	96	142	916	105	unassigned CC for 14073
14074	912	45	48	165	94	46	56	CC613 (lactamica)
14075	29	51	42	100	86	46	94	unassigned CC for 14075
14076	54	336	66	141	141	69	976	unassigned CC for 14076
14077	54	336	966	66	141	69	976	unassigned CC for 14077
14078	80	45	48	57	94	46	56	CC613 (lactamica)
14079	80	45	98	100	94	46	56	CC613 (lactamica)
14080	80	672	98	100	86	46	977	unassigned CC for 14080
14081	74	49	917	45	92	46	765	unassigned CC for 14081
14082	40	689	39	510	965	46	105	unassigned CC for 14082
14083	74	45	917	50	966	46	765	unassigned CC for 14083
14084	74	51	48	382	967	44	798	unassigned CC for 14084
14085	84	690	98	50	90	46	45	CC640 (lactamica)
14086	74	65	42	96	955	595	657	unassigned CC for 14086
14087	80	45	48	100	86	46	86	CC613 (lactamica)
14088	40	45	102	147	91	82	82	CC595 (lactamica)
14089	74	65	98	50	92	46	765	unassigned CC for 14089
14090	913	691	970	1021	968	929	978	unassigned CC for 14090
14091	54	32	36	66	141	931	105	unassigned CC for 14091
14092	74	694	917	50	92	46	765	unassigned CC for 14092
14093	80	45	48	96	94	46	980	CC613 (lactamica)
14094	80	49	917	50	92	46	765	CC640 (lactamica)
14095	916	695	917	1023	970	666	474	unassigned CC for 14095
14096	54	696	36	376	625	932	63	unassigned CC for 14096
14097	54	32	36	66	141	933	974	unassigned CC for 14097
14098	4	10	5	1024	6	3	8	CC32
14099	3	3	58	261	263	5	13	unassigned CC for 14099
14100	2	699	4	3	8	4	6	CC11
14101	126	39	67	238	148	939	133	unassigned CC for 14101
14102	109	39	170	156	188	940	65	unassigned CC for 14102
14103	109	698	170	156	188	71	65	unassigned CC for 14103
14104	59	112	67	111	772	153	65	unassigned CC for 14104
14105	59	142	67	78	149	153	133	unassigned CC for 14105
14106	59	39	170	78	150	153	65	unassigned CC for 14106
14107	109	39	170	78	146	153	65	unassigned CC for 14107
14108	917	39	67	78	148	153	65	unassigned CC for 14108
